item_id,create_time,warehouse_id,exist_state,color_id,item_type_id
000000000000304,2012-03-19,00003,0,,0005
000000000000305,2017-07-11,00009,1,,0009
000000000000306,2015-06-21,00005,1,,0003
000000000000307,2016-07-23,00003,0,,0006
000000000000308,2017-09-13,00009,1,,0007
000000000000309,2015-10-13,00007,0,,0004
000000000000310,2020-05-07,00002,0,,0009
000000000000311,2014-07-05,00004,0,,0004
000000000000312,2014-01-30,00002,0,,0002
000000000000313,2016-05-10,00000,1,,0000
000000000000314,2016-01-18,00006,0,,0005
000000000000315,2014-12-13,00004,1,,0004
000000000000316,2015-12-08,00004,1,,0006
000000000000317,2013-03-23,00001,1,,0002
000000000000318,2017-11-30,00007,0,,0006
000000000000319,2015-05-09,00005,1,,0007
000000000000320,2014-07-30,00008,0,,0005
000000000000321,2017-09-18,00002,1,,0002
000000000000322,2017-12-27,00007,1,,0003
000000000000323,2018-06-16,00000,1,,0000
000000000000324,2013-07-11,00007,0,,0001
000000000000325,2017-02-12,00000,1,,0007
000000000000326,2013-11-06,00008,0,,0007
000000000000327,2012-09-17,00003,1,,0003
000000000000328,2015-02-22,00009,1,,0006
000000000000329,2020-04-24,00002,1,,0004
000000000000330,2016-11-18,00001,0,,0002
000000000000331,2016-02-17,00009,1,,0000
000000000000332,2012-07-15,00005,0,,0002
000000000000333,2014-12-14,00003,0,,0002
000000000000334,2019-04-02,00006,0,,0005
000000000000335,2020-01-07,00006,1,,0001
000000000000336,2020-04-27,00005,0,,0006
000000000000337,2019-03-18,00003,0,,0009
000000000000338,2020-02-03,00003,1,,0008
000000000000339,2015-11-16,00006,0,,0002
000000000000340,2018-07-12,00006,1,,0009
000000000000341,2015-06-02,00002,0,,0001
000000000000342,2020-01-21,00007,0,,0001
000000000000343,2012-05-15,00009,0,,0003
000000000000344,2016-09-04,00003,0,,0008
000000000000345,2016-08-22,00003,0,,0002
000000000000346,2016-02-27,00004,1,,0005
000000000000347,2017-08-30,00008,1,,0000
000000000000348,2013-03-10,00003,0,,0004
000000000000349,2015-05-01,00001,1,,0002
000000000000350,2020-05-28,00007,1,,0007
000000000000351,2012-02-14,00008,0,,0007
000000000000352,2012-11-20,00001,0,,0003
000000000000353,2019-04-24,00005,1,,0005
000000000000354,2013-08-04,00003,0,,0005
000000000000355,2016-01-15,00009,0,,0005
000000000000356,2019-08-30,00000,1,,0007
000000000000357,2012-01-07,00000,0,,0007
000000000000358,2019-11-26,00002,0,,0001
000000000000359,2012-10-01,00000,1,,0004
000000000000360,2015-11-10,00000,1,,0009
000000000000361,2018-04-25,00008,0,,0002
000000000000362,2019-03-13,00004,1,,0005
000000000000363,2014-01-27,00006,1,,0007
000000000000364,2018-04-01,00000,1,,0007
000000000000365,2018-11-28,00004,0,,0005
000000000000366,2020-07-21,00002,1,,0006
000000000000367,2013-07-16,00003,1,,0006
000000000000368,2014-10-25,00008,0,,0008
000000000000369,2016-04-30,00005,0,,0004
000000000000370,2012-04-23,00009,1,,0008
000000000000371,2020-06-12,00000,1,,0004
000000000000372,2013-08-21,00000,0,,0000
000000000000373,2019-03-19,00003,1,,0007
000000000000374,2017-08-24,00006,0,,0009
000000000000375,2018-11-13,00003,1,,0005
000000000000376,2012-06-23,00007,0,,0007
000000000000377,2015-04-17,00000,0,,0003
000000000000378,2019-06-04,00006,0,,0000
000000000000379,2012-10-28,00005,1,,0006
000000000000380,2018-04-25,00008,1,,0006
000000000000381,2014-10-15,00008,1,,0006
000000000000382,2018-01-10,00002,1,,0004
000000000000383,2015-09-07,00003,0,,0006
000000000000384,2019-02-11,00000,0,,0004
000000000000385,2012-08-09,00002,1,,0008
000000000000386,2015-12-30,00009,0,,0002
000000000000387,2019-09-19,00003,0,,0005
000000000000388,2012-09-23,00005,1,,0005
000000000000389,2019-06-28,00005,1,,0009
000000000000390,2011-12-06,00008,1,,0006
000000000000391,2013-09-26,00005,1,,0009
000000000000392,2019-04-13,00008,0,,0000
000000000000393,2016-04-08,00000,1,,0006
000000000000394,2015-05-02,00001,0,,0006
000000000000395,2017-06-16,00007,0,,0006
000000000000396,2012-03-14,00005,1,,0002
000000000000397,2019-10-17,00006,1,,0001
000000000000398,2013-02-09,00009,0,,0005
000000000000399,2016-05-25,00008,1,,0002
000000000000400,2016-11-30,00003,1,,0005
000000000000401,2012-04-29,00008,0,,0005
000000000000402,2016-08-13,00003,0,,0004
000000000000403,2012-11-13,00009,0,,0008
000000000000404,2016-10-23,00009,1,,0006
000000000000405,2011-12-12,00003,0,,0001
000000000000406,2018-01-07,00002,0,,0000
000000000000407,2011-08-02,00003,0,,0005
000000000000408,2017-09-22,00005,1,,0008
000000000000409,2014-01-08,00007,1,,0009
000000000000410,2018-06-22,00002,0,,0003
000000000000411,2020-04-29,00003,1,,0003
000000000000412,2018-06-17,00001,0,,0001
000000000000413,2014-01-05,00000,0,,0004
000000000000414,2012-01-31,00003,0,,0005
000000000000415,2012-10-14,00001,0,,0003
000000000000416,2015-01-30,00003,1,,0005
000000000000417,2014-09-21,00004,1,,0000
000000000000418,2016-07-04,00007,0,,0001
000000000000419,2017-09-13,00009,1,,0005
000000000000420,2019-09-30,00005,0,,0009
000000000000421,2018-11-16,00001,1,,0000
000000000000422,2017-02-05,00009,0,,0006
000000000000423,2019-06-04,00000,0,,0001
000000000000424,2014-12-23,00000,1,,0008
000000000000425,2014-10-31,00005,0,,0004
000000000000426,2017-01-21,00003,0,,0007
000000000000427,2012-01-31,00004,1,,0003
000000000000428,2015-08-12,00005,1,,0008
000000000000429,2014-11-02,00003,1,,0004
000000000000430,2013-02-12,00001,1,,0002
000000000000431,2013-03-15,00000,1,,0004
000000000000432,2016-10-05,00003,1,,0008
000000000000433,2018-03-20,00008,1,,0004
000000000000434,2013-03-20,00001,1,,0002
000000000000435,2011-10-30,00005,1,,0009
000000000000436,2012-08-31,00009,1,,0004
000000000000437,2017-09-15,00007,1,,0004
000000000000438,2013-06-20,00001,0,,0006
000000000000439,2014-09-18,00004,0,,0009
000000000000440,2013-04-12,00005,1,,0006
000000000000441,2018-06-13,00008,0,,0005
000000000000442,2016-07-03,00008,1,,0008
000000000000443,2016-12-29,00001,0,,0001
000000000000444,2016-12-31,00007,1,,0005
000000000000445,2019-11-18,00004,0,,0000
000000000000446,2012-11-29,00000,1,,0008
000000000000447,2016-07-10,00003,1,,0000
000000000000448,2015-08-12,00000,1,,0003
000000000000449,2017-05-16,00008,0,,0006
000000000000450,2012-03-01,00007,1,,0000
000000000000451,2018-04-26,00000,0,,0005
000000000000452,2014-02-13,00009,0,,0007
000000000000453,2018-12-18,00007,0,,0003
000000000000454,2012-03-16,00004,0,,0006
000000000000455,2019-08-22,00002,1,,0001
000000000000456,2016-10-13,00005,1,,0001
000000000000457,2015-08-05,00004,0,,0009
000000000000458,2017-10-02,00000,0,,0002
000000000000459,2019-12-10,00006,0,,0004
000000000000460,2020-04-10,00006,1,,0009
000000000000461,2020-03-19,00005,0,,0000
000000000000462,2017-02-16,00007,1,,0005
000000000000463,2016-08-13,00006,1,,0002
000000000000464,2015-05-14,00002,1,,0004
000000000000465,2013-06-25,00003,0,,0007
000000000000466,2012-06-26,00008,1,,0007
000000000000467,2018-02-22,00003,1,,0006
000000000000468,2015-02-17,00009,0,,0007
000000000000469,2019-06-12,00005,0,,0001
000000000000470,2018-06-12,00003,0,,0004
000000000000471,2012-11-05,00000,1,,0003
000000000000472,2013-12-13,00007,1,,0001
000000000000473,2019-04-20,00007,0,,0000
000000000000474,2017-11-24,00002,1,,0006
000000000000475,2016-09-23,00009,0,,0004
000000000000476,2015-07-30,00000,0,,0007
000000000000477,2011-12-25,00005,1,,0003
000000000000478,2020-01-01,00000,0,,0004
000000000000479,2012-05-28,00005,1,,0009
000000000000480,2013-06-22,00008,0,,0009
000000000000481,2015-07-10,00001,0,,0007
000000000000482,2011-11-09,00003,1,,0001
000000000000483,2016-03-12,00000,0,,0006
000000000000484,2017-08-13,00007,1,,0006
000000000000485,2018-12-25,00001,1,,0001
000000000000486,2018-07-20,00002,1,,0000
000000000000487,2019-04-30,00001,0,,0006
000000000000488,2016-05-08,00002,1,,0009
000000000000489,2019-05-09,00001,1,,0003
000000000000490,2012-12-21,00009,0,,0001
000000000000491,2019-03-19,00007,0,,0004
000000000000492,2020-01-13,00002,0,,0000
000000000000493,2015-07-30,00007,0,,0006
000000000000494,2015-07-12,00001,0,,0001
000000000000495,2014-07-04,00004,1,,0001
000000000000496,2014-10-02,00005,1,,0004
000000000000497,2012-11-05,00000,0,,0009
000000000000498,2016-04-24,00005,1,,0001
000000000000499,2014-04-25,00005,1,,0004
000000000000500,2017-10-25,00000,0,,0004
000000000000501,2012-06-08,00005,1,,0001
000000000000502,2013-05-25,00001,0,,0007
000000000000503,2012-01-04,00002,1,,0007
000000000000504,2013-06-20,00006,1,,0005
000000000000505,2015-07-05,00009,1,,0005
000000000000506,2020-03-27,00004,1,,0003
000000000000507,2013-05-07,00008,1,,0004
000000000000508,2017-02-22,00006,0,,0006
000000000000509,2019-03-01,00000,1,,0005
000000000000510,2015-07-27,00001,0,,0001
000000000000511,2013-04-15,00008,1,,0007
000000000000512,2014-10-31,00008,1,,0009
000000000000513,2014-10-29,00004,1,,0006
000000000000514,2016-04-22,00004,0,,0009
000000000000515,2015-05-19,00003,0,,0008
000000000000516,2015-01-16,00006,1,,0005
000000000000517,2013-01-23,00000,1,,0002
000000000000518,2017-12-05,00005,0,,0007
000000000000519,2011-08-30,00004,0,,0009
000000000000520,2015-01-03,00004,0,,0007
000000000000521,2012-07-01,00005,0,,0009
000000000000522,2020-02-27,00001,1,,0006
000000000000523,2017-05-04,00007,0,,0008
000000000000524,2019-01-08,00002,1,,0003
000000000000525,2013-01-11,00008,0,,0007
000000000000526,2018-09-14,00004,1,,0007
000000000000527,2015-04-28,00000,0,,0004
000000000000528,2014-05-10,00005,1,,0008
000000000000529,2020-04-18,00003,0,,0002
000000000000530,2019-04-09,00006,0,,0002
000000000000531,2020-04-24,00003,0,,0000
000000000000532,2013-11-27,00001,1,,0003
000000000000533,2019-04-10,00005,1,,0008
000000000000534,2018-07-26,00003,1,,0004
000000000000535,2019-11-05,00006,0,,0000
000000000000536,2020-01-25,00000,0,,0002
000000000000537,2016-01-08,00006,1,,0004
000000000000538,2018-09-03,00008,0,,0000
000000000000539,2014-04-12,00006,1,,0000
000000000000540,2018-03-11,00005,0,,0009
000000000000541,2014-02-20,00008,0,,0003
000000000000542,2011-09-15,00006,0,,0003
000000000000543,2011-09-16,00008,0,,0007
000000000000544,2017-03-21,00004,0,,0000
000000000000545,2012-02-01,00001,0,,0000
000000000000546,2017-05-18,00002,1,,0005
000000000000547,2018-08-06,00003,1,,0001
000000000000548,2013-09-16,00006,1,,0009
000000000000549,2012-10-31,00008,1,,0001
000000000000550,2019-03-26,00003,1,,0006
000000000000551,2013-11-04,00008,1,,0001
000000000000552,2020-02-17,00009,0,,0007
000000000000553,2017-12-31,00004,0,,0004
000000000000554,2019-08-25,00003,1,,0005
000000000000555,2012-12-11,00002,0,,0000
000000000000556,2018-03-07,00002,1,,0001
000000000000557,2014-06-02,00001,1,,0009
000000000000558,2020-02-10,00000,0,,0003
000000000000559,2018-01-18,00007,0,,0005
000000000000560,2013-04-05,00004,0,,0005
000000000000561,2019-10-22,00002,0,,0007
000000000000562,2014-10-02,00003,1,,0007
000000000000563,2018-03-16,00004,1,,0004
000000000000564,2013-05-13,00007,0,,0004
000000000000565,2016-04-07,00006,1,,0009
000000000000566,2018-10-22,00005,0,,0004
000000000000567,2011-10-09,00004,0,,0003
000000000000568,2019-11-19,00008,0,,0007
000000000000569,2019-12-12,00007,1,,0001
000000000000570,2014-09-12,00003,0,,0001
000000000000571,2016-04-30,00006,0,,0009
000000000000572,2017-01-16,00008,0,,0003
000000000000573,2019-07-13,00001,0,,0002
000000000000574,2020-01-05,00006,0,,0000
000000000000575,2016-10-08,00005,1,,0007
000000000000576,2014-01-14,00003,1,,0008
000000000000577,2016-07-20,00000,1,,0002
000000000000578,2019-02-13,00009,1,,0006
000000000000579,2018-12-12,00002,0,,0001
000000000000580,2018-12-10,00004,0,,0009
000000000000581,2019-09-23,00009,1,,0003
000000000000582,2012-11-09,00003,0,,0004
000000000000583,2013-09-10,00009,1,,0004
000000000000584,2019-08-30,00009,0,,0002
000000000000585,2016-04-08,00003,1,,0001
000000000000586,2012-05-25,00008,0,,0003
000000000000587,2018-03-08,00004,0,,0004
000000000000588,2015-04-27,00000,0,,0004
000000000000589,2013-06-29,00002,1,,0001
000000000000590,2016-08-27,00004,1,,0007
000000000000591,2017-04-28,00003,0,,0000
000000000000592,2014-05-02,00005,1,,0008
000000000000593,2018-10-27,00009,1,,0003
000000000000594,2013-11-06,00000,1,,0007
000000000000595,2015-10-31,00002,0,,0005
000000000000596,2016-08-06,00002,1,,0006
000000000000597,2015-04-01,00007,0,,0009
000000000000598,2011-09-24,00005,1,,0004
000000000000599,2012-10-03,00005,1,,0006
000000000000600,2019-06-05,00002,0,,0000
000000000000601,2020-07-05,00006,0,,0006
000000000000602,2016-09-19,00000,1,,0005
000000000000603,2018-03-09,00009,0,,0006
000000000000604,2015-12-19,00004,1,,0004
000000000000605,2015-02-10,00001,1,,0001
000000000000606,2013-04-06,00002,1,,0009
000000000000607,2017-12-08,00009,0,,0003
000000000000608,2019-04-20,00008,1,,0004
000000000000609,2012-04-14,00003,1,,0001
000000000000610,2017-12-06,00001,0,,0009
000000000000611,2019-07-23,00003,1,,0006
000000000000612,2015-02-19,00006,0,,0009
000000000000613,2013-02-26,00007,1,,0001
000000000000614,2018-03-11,00006,0,,0002
000000000000615,2012-02-10,00007,0,,0001
000000000000616,2017-04-08,00009,0,,0009
000000000000617,2018-09-07,00008,0,,0002
000000000000618,2015-11-06,00005,0,,0003
000000000000619,2011-09-22,00001,0,,0002
000000000000620,2016-06-03,00003,1,,0000
000000000000621,2020-05-19,00004,1,,0009
000000000000622,2014-08-24,00007,0,,0003
000000000000623,2019-05-02,00007,1,,0009
000000000000624,2017-05-29,00008,1,,0009
000000000000625,2012-10-26,00002,0,,0008
000000000000626,2016-03-15,00001,0,,0005
000000000000627,2018-01-10,00000,1,,0002
000000000000628,2014-08-12,00002,0,,0000
000000000000629,2019-12-26,00005,0,,0003
000000000000630,2017-01-08,00002,1,,0006
000000000000631,2013-11-16,00001,0,,0004
000000000000632,2018-06-10,00000,0,,0003
